pid|t|op|file|offset|length|size|duration
154853|1632748252756063|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|111
154853|1632748252756592|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|108
154853|1632748252756890|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|92
154853|1632748252757363|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|128
154853|1632748252757616|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|119
154866|1632748252784656|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|110
154866|1632748252785109|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|93
154866|1632748252785591|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|104
154866|1632748252785796|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|126
154866|1632748252786161|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|106
154866|1632748252786607|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|120
154866|1632748252786841|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|127
154866|1632748252787174|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|17
154866|1632748252787229|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|37
154866|1632748252787451|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|51
154866|1632748252787875|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|132
154866|1632748252788377|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|67
154866|1632748252788531|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|26
154866|1632748252788598|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|23
154863|1632748252851708|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|84
154863|1632748252852163|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|111
154863|1632748252852696|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|103
154863|1632748252852931|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|106
154863|1632748252853336|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|97
154863|1632748252853812|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|114
154863|1632748252854068|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|123
154863|1632748252854731|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|138
154863|1632748252855017|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|106
154863|1632748252855705|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|98
154863|1632748252856199|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|114
154863|1632748252856670|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|50
154863|1632748252857062|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|113
154863|1632748252857297|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|111
154869|1632748252898279|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|114
154880|1632748252898735|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|66
154869|1632748252898768|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|41
154880|1632748252899001|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|51
154869|1632748252899065|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|70
154869|1632748252899262|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|124
154880|1632748252899470|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|129
154880|1632748252899725|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|95
154869|1632748252899759|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|95
154880|1632748252900078|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|58
154869|1632748252900104|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|60
154869|1632748252900256|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|98
154880|1632748252900461|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|124
154880|1632748252900700|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|115
154869|1632748252900996|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|79
154869|1632748252901141|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|62
154880|1632748252901263|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|90
154880|1632748252901443|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|98
154869|1632748252901695|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|112
154880|1632748252902190|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|111
154869|1632748252902228|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|87
154880|1632748252902588|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|123
154869|1632748252902620|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|133
154880|1632748252903042|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|91
154869|1632748252903055|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|114
154874|1632748252903155|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|114
154869|1632748252903291|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|94
154880|1632748252903433|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|27
154874|1632748252903474|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|25
154880|1632748252903498|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|34
154874|1632748252903692|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|39
154874|1632748252903789|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|83
154874|1632748252904226|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|109
154874|1632748252904657|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|110
154874|1632748252904854|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|110
154874|1632748252905503|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|87
154874|1632748252905702|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|125
154874|1632748252906326|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|84
154874|1632748252906706|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|84
154874|1632748252907072|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|41
154874|1632748252907377|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|87
154874|1632748252907591|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|111
154881|1632748252933615|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|103
154881|1632748252934003|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|85
154881|1632748252934369|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|96
154881|1632748252934579|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|108
154881|1632748252934958|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|104
154881|1632748252935446|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|50
154881|1632748252935566|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|70
154881|1632748252936140|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|85
154881|1632748252936326|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|103
154881|1632748252936957|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|106
154881|1632748252937349|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|96
154881|1632748252937713|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|92
154881|1632748252938125|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|97
154881|1632748252938326|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|105
154859|1632748252963687|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|54
154859|1632748252963995|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|97
154859|1632748252964462|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|106
154859|1632748252964680|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|65
154859|1632748252964892|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|29
154859|1632748252965143|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|80
154859|1632748252965361|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|118
154859|1632748252966055|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|51
154859|1632748252966187|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|83
154859|1632748252966760|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|91
154859|1632748252967145|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|107
154859|1632748252967558|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|105
154859|1632748252968014|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|107
154859|1632748252968158|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|36
154871|1632748252969789|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|99
154871|1632748252970123|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|34
154871|1632748252970256|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|16
154871|1632748252970300|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|17
154871|1632748252970410|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|23
154871|1632748252970735|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|76
154871|1632748252970900|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|78
154871|1632748252971363|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|55
154871|1632748252971526|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|90
154871|1632748252972029|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|81
154871|1632748252972369|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|49
154871|1632748252972685|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|90
154871|1632748252973058|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|92
154871|1632748252973262|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|114
154861|1632748252978007|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|36
154861|1632748252978330|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|92
154861|1632748252978761|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|113
154861|1632748252978938|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|63
154861|1632748252979307|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|76
154861|1632748252979701|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|90
154861|1632748252979892|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|77
154861|1632748252980253|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|101
154861|1632748252980462|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|73
154861|1632748252980988|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|35
154861|1632748252981273|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|81
154861|1632748252981643|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|61
154861|1632748252981969|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|85
154861|1632748252982140|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|85
154868|1632748253006025|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|77
154868|1632748253006430|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|64
154868|1632748253006865|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|73
154868|1632748253007041|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|76
154868|1632748253007362|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|74
154868|1632748253007738|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|123
154868|1632748253007959|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|100
154868|1632748253008475|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|101
154868|1632748253008699|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|94
154868|1632748253009246|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|107
154868|1632748253009661|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|33
154868|1632748253009823|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|35
154868|1632748253010065|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|96
154868|1632748253010286|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|117
154860|1632748253063613|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|105
154860|1632748253063938|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|39
154860|1632748253064280|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|124
154860|1632748253064533|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|110
154860|1632748253064977|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|114
154860|1632748253065514|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|85
154860|1632748253065712|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|77
154860|1632748253066260|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|36
154860|1632748253066355|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|49
154860|1632748253066850|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|92
154860|1632748253067271|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|61
154860|1632748253067670|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|103
154860|1632748253068094|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|120
154860|1632748253068332|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|68
154862|1632748253212840|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|104
154862|1632748253213266|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|123
154862|1632748253213845|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|126
154862|1632748253214109|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|87
154862|1632748253214507|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|124
154862|1632748253215067|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|128
154862|1632748253215313|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|124
154862|1632748253215986|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|118
154862|1632748253216242|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|65
154862|1632748253216796|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|109
154862|1632748253217288|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|109
154862|1632748253217741|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|129
154862|1632748253218184|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|129
154862|1632748253218429|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|62
154877|1632748253280533|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|73
154877|1632748253280989|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|130
154877|1632748253281507|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|151
154877|1632748253281807|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|67
154877|1632748253282217|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|121
154877|1632748253282658|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|61
154877|1632748253282796|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|107
154877|1632748253283517|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|103
154877|1632748253283750|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|30
154877|1632748253283977|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|28
154877|1632748253284226|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|107
154877|1632748253284720|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|88
154877|1632748253285052|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|65
154877|1632748253285216|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|124
154855|1632748253396791|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|122
154855|1632748253397287|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|89
154855|1632748253397817|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|134
154855|1632748253398062|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|84
154855|1632748253398498|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|83
154855|1632748253399032|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|94
154855|1632748253399243|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|104
154855|1632748253399948|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|168|888832|210
154855|1632748253400292|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|168|4096|888832|88
154855|1632748253401015|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|47
154855|1632748253401310|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|115
154855|1632748253401788|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|888832|1576|888832|121
154855|1632748253402237|READ|/dir1/aa/bbb/ccc/dddd/file2.dat|0|4096|888832|54
154855|1632748253402359|CLOSE|/dir1/aa/bbb/ccc/dddd/file2.dat|4096|888832|888832|108
154879|1632748253448383|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|72
154879|1632748253448803|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|103
154879|1632748253449327|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|103
154879|1632748253449503|OPEN|/dir1/aa/bbb/ccc/dddd/file1.dat|0|0|0|84
154879|1632748253449915|READ|/dir1/aa/bbb/ccc/dddd/file1.dat|0|3544|0|102
154879|1632748253450331|CLOSE|/dir1/aa/bbb/ccc/dddd/file1.dat|3544|0|0|105
154879|1632748253450552|OPEN|/dir1/aa/bbb/ccc/dddd/file2.dat|0|888832|888832|47
